number,scientific_name,english_common_name
5650,Trichechus manatus,Manatee
5651,Trichechus senegalensis,Manatee
5652,Trichosurus arnhemensis,Possum
5653,Trichosurus caninus,Possum
5654,Trichosurus cunninghami,Possum
5655,Trichosurus johnstonii,Possum
5656,Trichosurus vulpecula,Possum
5657,Trichys fasciculata,Porcupine
5658,Trinomys albispinus,Mouse
5659,Trinomys dimidiatus,Mouse
5661,Trinomys gratiosus,Mouse
5665,Trinomys paratus,Mouse
5666,Trinomys setosus,Mouse
5668,Trogopterus xanthipes,Flying Squirrel
5669,Tscherskia triton,Rat
5670,Tupaia belangeri,Tree Shrew
5671,Tupaia chinensis,Tree Shrew
5672,Tupaia chrysogaster,Tree Shrew
5673,Tupaia dorsalis,Tree Shrew
5674,Tupaia glis,Tree Shrew
5675,Tupaia gracilis,Tree Shrew
5676,Tupaia javanica,Tree Shrew
5677,Tupaia longipes,Tree Shrew
5678,Tupaia minor,Tree Shrew
5679,Tupaia moellendorffi,Tree Shrew
5680,Tupaia montana,Tree Shrew
5681,Tupaia nicobarica,Tree Shrew
5682,Tupaia palawanensis,Tree Shrew
5683,Tupaia picta,Tree Shrew
5684,Tupaia salatana,Tree Shrew
5685,Tupaia splendidula,Tree Shrew
5686,Tupaia tana,Tree Shrew
5687,Tursiops aduncus,Dolphin
5688,Tursiops australis,Dolphin
5689,Tursiops erebennus,Dolphin
5690,Tursiops truncatus,Dolphin
5691,Tylomys nudicaudus,Mouse
5692,Tylomys tumbalensis,Mouse
5693,Tylomys watsoni,Mouse
5694,Tylonycteris fulvida,Bat
5695,Tylonycteris malayana,Bat
5696,Tylonycteris pachypus,Bat
5697,Tylonycteris robustula,Bat
5698,Tylonycteris tonkinensis,Bat
5702,Typhlomys chapensis,Mouse
5703,Typhlomys cinereus,Mouse
5704,Typhlomys daloushanensis,Mouse
5705,Typhlomys fengjiensis,Mouse
5706,Typhlomys huangshanensis,Mouse
5707,Typhlomys nanus,Mouse
5708,Typhlomys taxuansis,Mouse
5709,Uranomys ruddi,Mouse
5710,Urocitellus armatus,Squirrel
5711,Urocitellus beldingi,Ground Squirrel
5712,Urocitellus brunneus,Ground Squirrel
5713,Urocitellus canus,Ground Squirrel
5714,Urocitellus columbianus,Ground Squirrel
5715,Urocitellus elegans,Ground Squirrel
5716,Urocitellus endemicus,Squirrel
5717,Urocitellus mollis,Ground Squirrel
5718,Urocitellus parryii,Ground Squirrel
5719,Urocitellus richardsonii,Ground Squirrel
5720,Urocitellus townsendii,Ground Squirrel
5721,Urocitellus undulatus,Ground Squirrel
5722,Urocitellus washingtoni,Squirrel
5723,Urocricetus alticola,Hamster
5724,Urocricetus kamensis,Hamster
5725,Urocricetus tibetanus,Hamster
5726,Urocyon cinereoargenteus,Gray Fox
5727,Urocyon littoralis,Fox
5728,Uroderma bilobatum,Bat
5729,Uroderma convexum,Bat
5730,Uroderma magnirostrum,Bat
5731,Urogale everetti,Monkey
5732,Uromys anak,Rat
5733,Uromys caudimaculatus,Rat
5735,Uromys neobritanicus,Rat
5738,Uropsilus atronates,Shrew
5742,Uropsilus investigator,Shrew
5743,Uropsilus nivatus,Shrew
5744,Uropsilus soricipes,Shrew Mole
5745,Urotrichus talpoides,Mole
5746,Ursus americanus,Black Bear
5747,Ursus arctos,Brown Bear
5748,Ursus deningeri,Bear
5749,Ursus ingressus,Bear
5750,Ursus kanivetz,Bear
5751,Ursus kudarensis,Bear
5752,Ursus maritimus,Polar Bear
5753,Ursus rossicus,Bear
5754,Ursus spelaeus,Cave Bear
5755,Ursus thibetanus,Asian Black Bear
5756,Urva auropunctata,Mongoose
5757,Urva edwardsii,Mongoose
5758,Urva javanica,Javan Mongoose
5759,Vampyressa bidens,Bat
5760,Vampyressa brocki,Bat
5761,Vampyressa elisabethae,Bat
5762,Vampyressa melissa,Bat
5763,Vampyressa pusilla,Bat
5764,Vampyressa thyone,Bat
5765,Vampyriscus nymphaeus,Bat
5766,Vampyrodes caraccioli,Bat
5767,Vampyrodes major,Bat
5768,Vampyrum spectrum,Bat
5769,Vandeleuria nolthenii,Mouse
5770,Vandeleuria oleracea,Mouse
5771,Vansonia rueppellii,Bat
5772,Varecia rubra,Red Ruffed Lemur
5773,Varecia variegata,Lemur
5775,Vernaya fulva,Mouse
5778,Vespadelus darlingtoni,Bat
5779,Vespadelus finlaysoni,Bat
5780,Vespadelus pumilus,Bat
5781,Vespadelus regulus,Bat
5782,Vespadelus troughtoni,Bat
5783,Vespadelus vulturnus,Bat
5784,Vespertilio murinus,Bat
5785,Vespertilio sinensis,Bat
5786,Vicugna pacos,Alpaca
5787,Vicugna vicugna,Vicuña
5788,Viverra megaspila,Civet
5789,Viverra tangalunga,Civet
5790,Viverra zibetha,Civet
5791,Viverricula indica,Civet
5792,Voalavo gymnocaudus,Mouse
5793,Volemys millicens,Mouse
5794,Volemys musseri,Mouse
5795,Vombatus ursinus,Wombat
5796,Vormela peregusna,Marbled Polecat
5797,Vulpes bengalensis,Fox
5798,Vulpes cana,Fox
5799,Vulpes chama,Fox
5800,Vulpes corsac,Corsac Fox
5801,Vulpes ferrilata,Fox
5802,Vulpes lagopus,Arctic Fox
5803,Vulpes macrotis,Kit Fox
5804,Vulpes pallida,Fox
5805,Vulpes rueppellii,Fox
5806,Vulpes velox,Swift Fox
5807,Vulpes vulpes,Fox
5808,Vulpes zerda,Fennec Fox
5809,Waiomys mamasae,Mouse
5810,Wallabia bicolor,Wallaby
5811,Wiedomys cerradensis,Mouse
5812,Wiedomys pyrrhorinos,Mouse
5813,Wilfredomys oenax,Mouse
5814,Wilfredomys pictipes,Mouse
5816,Xanthonycticebus pygmaeus,Pygmy Slow Loris
5817,Xenogale naso,Mongoose
5818,Xenomys nelsoni,Mouse
5819,Xenothrix mcgregori,Monkey
5820,Xenuromys barbatus,Rat
5821,Xeromys myoides,Mouse
5822,Xeronycteris vieirai,Bat
5823,Xerospermophilus mohavensis,Squirrel
5824,Xerospermophilus perotensis,Squirrel
5825,Xerospermophilus spilosoma,Ground Squirrel
5826,Xerospermophilus tereticaudus,Ground Squirrel
5827,Xerus erythropus,Ground Squirrel
5828,Xerus inauris,Squirrel
5829,Xerus princeps,Squirrel
5830,Xerus rutilus,Squirrel
5831,Zaedyus pichiy,Armadillo
5832,Zaglossus attenboroughi,Echidna
5833,Zaglossus bartoni,Echidna
5834,Zaglossus bruijni,Echidna
5835,Zalophus californianus,California Sea Lion
5836,Zalophus japonicus,Sea Lion
5837,Zalophus wollebaeki,Sea Lion
5838,Zapus hudsonius,Mouse
5839,Zapus princeps,Mouse
5840,Zapus trinotatus,Mouse
5841,Zelotomys hildegardeae,Mouse
5842,Zelotomys woosnami,Mouse
5844,Ziphius cavirostris,Whale
5845,Zygodontomys brevicauda,Mouse
5846,Zygodontomys cherriei,Mouse
5847,Zygodontomys microtinus,Mouse
5848,Zygogeomys trichopus,Mouse
5849,Zyzomys argurus,Mouse
5850,Zyzomys maini,Mouse
5851,Zyzomys palatalis,Mouse
5852,Zyzomys pedunculatus,Mouse
5853,Zyzomys woodwardi,Mouse
